               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.071796,             0.07985,            0.024208,             0.36921,              0.3562,             0.32069,             0.16744,            0.067233,              0.1091,            0.027711,           0.0092219,           0.0092219,           0.0092219
                  59,            0.071719,            0.079404,            0.023989,             0.41281,             0.33394,             0.32494,             0.17111,             0.06695,             0.10878,            0.027537,           0.0091952,           0.0091952,           0.0091952
                  60,            0.071533,             0.07875,            0.023962,             0.40489,              0.3477,             0.32795,             0.17138,            0.067034,             0.10884,            0.027414,           0.0091681,           0.0091681,           0.0091681
                  61,            0.071445,             0.07887,             0.02396,             0.40935,             0.33833,             0.32386,             0.17168,            0.066947,             0.10856,            0.027486,           0.0091406,           0.0091406,           0.0091406
                  62,            0.071199,            0.079508,            0.023953,              0.4296,             0.33796,             0.32848,             0.17287,            0.066911,             0.10874,            0.027359,           0.0091127,           0.0091127,           0.0091127
                  63,            0.071232,            0.078696,            0.023799,             0.40405,             0.34868,             0.32934,              0.1738,            0.066785,             0.10843,            0.027246,           0.0090844,           0.0090844,           0.0090844
                  64,            0.071191,            0.078386,            0.023919,             0.41784,             0.34816,             0.33188,             0.17411,            0.066755,             0.10838,            0.027267,           0.0090557,           0.0090557,           0.0090557
                  65,            0.071208,             0.07972,            0.023681,             0.41675,             0.34996,             0.33342,             0.17639,            0.066639,             0.10834,            0.027128,           0.0090266,           0.0090266,           0.0090266
                  66,            0.071156,            0.078813,            0.023538,             0.46373,              0.3237,             0.33386,             0.17651,             0.06668,             0.10834,             0.02724,           0.0089972,           0.0089972,           0.0089972
                  67,            0.071181,            0.078885,            0.023689,             0.42988,             0.33571,             0.33238,             0.17588,            0.066588,              0.1083,            0.027224,           0.0089673,           0.0089673,           0.0089673
                  68,            0.071126,             0.07848,            0.023633,             0.43441,             0.34117,             0.33603,              0.1778,            0.066489,             0.10821,            0.027139,           0.0089371,           0.0089371,           0.0089371
                  69,            0.070875,            0.078227,            0.023507,             0.39821,             0.35658,             0.33458,             0.17696,            0.066473,             0.10823,             0.02721,           0.0089065,           0.0089065,           0.0089065
