               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  65,            0.068084,            0.077503,            0.023167,             0.44688,             0.38179,             0.37298,              0.1984,            0.063595,             0.10524,            0.026406,           0.0090266,           0.0090266,           0.0090266
                  66,             0.06803,            0.076648,            0.022954,             0.42666,             0.38681,             0.36891,             0.19588,             0.06366,             0.10513,             0.02655,           0.0089972,           0.0089972,           0.0089972
                  67,            0.068069,            0.076582,            0.023121,             0.46409,             0.36798,             0.37057,             0.19765,            0.063555,             0.10515,            0.026428,           0.0089673,           0.0089673,           0.0089673
                  68,            0.067919,            0.076299,            0.023038,             0.44864,              0.3837,             0.37269,             0.19936,            0.063476,              0.1051,            0.026401,           0.0089371,           0.0089371,           0.0089371
                  69,            0.067705,            0.075771,            0.022892,             0.47929,              0.3717,             0.37496,              0.2006,            0.063387,             0.10489,            0.026361,           0.0089065,           0.0089065,           0.0089065
                  70,            0.066974,            0.074741,            0.022815,             0.45809,             0.38342,             0.37536,             0.20177,            0.063337,             0.10483,            0.026317,           0.0088755,           0.0088755,           0.0088755
                  71,            0.067648,            0.076177,             0.02275,               0.464,             0.37936,             0.37688,             0.20183,            0.063346,             0.10482,             0.02631,           0.0088442,           0.0088442,           0.0088442
                  72,            0.067545,            0.075375,            0.022437,             0.46886,             0.37779,             0.37805,             0.20194,            0.063327,             0.10472,            0.026166,           0.0088124,           0.0088124,           0.0088124
                  73,            0.067301,            0.075602,            0.022637,             0.46739,             0.38389,             0.38014,             0.20268,            0.063214,             0.10478,            0.026109,           0.0087804,           0.0087804,           0.0087804
                  74,            0.067466,            0.076068,            0.022506,              0.4642,              0.3864,             0.38201,             0.20479,            0.063197,             0.10465,            0.026213,           0.0087479,           0.0087479,           0.0087479
                  75,            0.067253,            0.075555,            0.022657,              0.4692,             0.38349,             0.38197,             0.20498,            0.063171,             0.10469,            0.026145,           0.0087151,           0.0087151,           0.0087151
                  76,            0.067205,            0.075268,            0.022544,              0.4749,             0.38278,             0.38204,             0.20569,            0.063076,             0.10458,            0.026068,            0.008682,            0.008682,            0.008682
                  77,            0.067044,            0.075417,            0.022421,             0.46565,             0.38889,             0.38212,               0.206,            0.063078,             0.10463,            0.026183,           0.0086485,           0.0086485,           0.0086485
                  78,            0.067165,            0.074669,            0.022191,             0.45924,             0.39384,             0.38412,             0.20724,            0.063001,             0.10442,            0.026122,           0.0086146,           0.0086146,           0.0086146
                  79,            0.066919,            0.075974,            0.022229,             0.48683,                0.38,             0.38899,             0.20993,            0.062923,             0.10436,            0.026016,           0.0085805,           0.0085805,           0.0085805
                  80,            0.066829,            0.075708,            0.022183,             0.48636,             0.38545,             0.38906,             0.21126,            0.062861,             0.10433,            0.026013,           0.0085459,           0.0085459,           0.0085459
                  81,            0.067303,            0.075999,            0.022172,             0.51262,             0.37351,             0.39211,             0.21132,            0.062845,             0.10441,             0.02594,           0.0085111,           0.0085111,           0.0085111
                  82,             0.06686,            0.074624,            0.022172,              0.4637,              0.4034,             0.39145,             0.21076,            0.062823,              0.1042,            0.025894,           0.0084759,           0.0084759,           0.0084759
                  83,             0.06662,            0.074967,            0.022084,             0.50605,             0.37686,             0.39042,             0.21123,            0.062742,              0.1041,            0.025936,           0.0084404,           0.0084404,           0.0084404
                  84,            0.066627,            0.073993,            0.021967,             0.47211,             0.39446,             0.39157,             0.21266,            0.062739,             0.10403,            0.025832,           0.0084046,           0.0084046,           0.0084046
                  85,            0.066454,            0.074105,            0.022111,             0.49423,             0.38648,             0.39366,             0.21339,            0.062688,             0.10412,            0.025764,           0.0083684,           0.0083684,           0.0083684
                  86,            0.066891,             0.07486,            0.021791,             0.48871,             0.39194,              0.3947,             0.21441,            0.062618,             0.10392,            0.025773,           0.0083319,           0.0083319,           0.0083319
                  87,            0.066451,             0.07505,            0.021858,               0.493,             0.38686,             0.39408,             0.21443,            0.062631,             0.10405,            0.025777,           0.0082952,           0.0082952,           0.0082952
                  88,            0.066528,            0.074024,            0.021715,              0.4933,             0.38497,             0.39533,             0.21533,            0.062625,             0.10402,            0.025737,           0.0082581,           0.0082581,           0.0082581
                  89,            0.066296,            0.074824,            0.021847,             0.48254,             0.38956,             0.39459,             0.21529,            0.062586,             0.10398,            0.025717,           0.0082207,           0.0082207,           0.0082207
                  90,            0.066504,            0.075006,            0.021687,             0.51379,             0.37567,             0.39472,             0.21502,            0.062571,               0.104,            0.025784,            0.008183,            0.008183,            0.008183
                  91,            0.066367,            0.074304,            0.021823,             0.48475,             0.38959,             0.39507,             0.21599,            0.062527,             0.10387,            0.025752,            0.008145,            0.008145,            0.008145
                  92,            0.066353,            0.074937,            0.021621,             0.45049,             0.41373,             0.39514,             0.21534,            0.062464,             0.10383,             0.02572,           0.0081068,           0.0081068,           0.0081068
                  93,            0.066358,            0.074263,            0.021661,             0.46516,             0.40693,             0.39668,             0.21591,             0.06246,             0.10373,            0.025721,           0.0080682,           0.0080682,           0.0080682
                  94,            0.066417,            0.074868,             0.02151,             0.46183,             0.41128,             0.39811,             0.21714,            0.062426,             0.10376,            0.025697,           0.0080294,           0.0080294,           0.0080294
                  95,            0.066067,            0.074105,            0.021553,             0.47621,             0.39859,             0.39787,             0.21738,             0.06241,             0.10383,            0.025669,           0.0079903,           0.0079903,           0.0079903
                  96,            0.066211,            0.074137,            0.021541,             0.49734,             0.38603,             0.39886,             0.21835,            0.062347,             0.10366,            0.025648,           0.0079509,           0.0079509,           0.0079509
                  97,            0.065934,            0.074141,            0.021373,             0.48241,             0.39487,             0.39877,             0.21853,            0.062321,             0.10366,            0.025622,           0.0079112,           0.0079112,           0.0079112
                  98,            0.066018,            0.074728,            0.021634,             0.49118,             0.39283,             0.39972,             0.21863,            0.062318,             0.10362,            0.025631,           0.0078713,           0.0078713,           0.0078713
                  99,             0.06607,            0.074422,            0.021548,             0.49017,              0.3956,             0.40105,              0.2188,            0.062295,             0.10357,            0.025579,           0.0078311,           0.0078311,           0.0078311
                 100,            0.066281,            0.074415,            0.021308,             0.48075,             0.40131,             0.40016,             0.21919,            0.062266,             0.10357,            0.025543,           0.0077907,           0.0077907,           0.0077907
                 101,             0.06585,            0.074924,             0.02126,             0.49322,             0.39369,             0.40139,             0.22018,            0.062223,             0.10358,             0.02554,             0.00775,             0.00775,             0.00775
                 102,             0.06588,            0.073956,            0.021155,             0.50388,             0.39011,             0.40141,             0.22009,            0.062205,             0.10351,             0.02555,           0.0077091,           0.0077091,           0.0077091
